"","day","month","year","HR_Valor"
"1928","21","12","2010",0.81
"1929","22","12","2010",0.8
"1930","23","12","2010",0.77
"1931","24","12","2010",0.77
"1932","25","12","2010",0.76
"1933","26","12","2010",0.76
"1934","27","12","2010",0.8
"1935","28","12","2010",0.68
"1936","29","12","2010",0.77
"1937","30","12","2010",0.76
"1938","31","12","2010",0.79
"1939","01","01","2011",0.73
"1940","02","01","2011",0.65
"1941","03","01","2011",0.81
"1942","04","01","2011",0.75
"1943","05","01","2011",0.81
"1944","06","01","2011",0.72
"1945","07","01","2011",0.75
"1946","08","01","2011",0.76
"1947","09","01","2011",0.77
"1948","10","01","2011",0.85
"1949","11","01","2011",0.81
"1950","12","01","2011",0.81
"1951","13","01","2011",0.78
"1952","14","01","2011",0.78
"1953","15","01","2011",0.77
"1954","16","01","2011",0.85
"1955","17","01","2011",0.8
"1956","18","01","2011",0.82
"1957","19","01","2011",0.82
"1958","20","01","2011",0.79
"1959","21","01","2011",0.82
"1960","22","01","2011",0.73
"1961","23","01","2011",0.81
"1962","24","01","2011",0.7
"1963","25","01","2011",0.77
"1964","26","01","2011",0.78
"1965","27","01","2011",0.82
"1966","28","01","2011",0.77
"1967","29","01","2011",0.79
"1968","30","01","2011",0.78
"1969","31","01","2011",0.85
"1970","01","02","2011",0.8
"1971","02","02","2011",0.76
"1972","03","02","2011",0.9
"1973","04","02","2011",0.86
"1974","05","02","2011",0.79
"1975","06","02","2011",0.79
"1976","07","02","2011",0.73
"1977","08","02","2011",0.73
"1978","09","02","2011",0.68
"1979","10","02","2011",0.73
"1980","11","02","2011",0.76
"1981","12","02","2011",0.71
"1982","13","02","2011",0.76
"1983","14","02","2011",0.81
"1984","15","02","2011",0.86
"1985","16","02","2011",0.78
"1986","17","02","2011",0.83
"1987","18","02","2011",0.78
"1988","19","02","2011",0.74
"1989","20","02","2011",0.74
"1990","21","02","2011",0.78
"1991","22","02","2011",0.78
"1992","23","02","2011",0.8
"1993","24","02","2011",0.8
"1994","25","02","2011",0.74
"1995","26","02","2011",0.77
"1996","27","02","2011",0.76
"1997","28","02","2011",0.84
"1998","01","03","2011",0.83
"1999","02","03","2011",0.8
"2000","03","03","2011",0.79
"2001","04","03","2011",0.79
"2002","05","03","2011",0.78
"2003","06","03","2011",0.72
"2004","07","03","2011",0.8
"2005","08","03","2011",0.77
"2006","09","03","2011",0.79
"2007","10","03","2011",0.74
"2008","11","03","2011",0.78
"2009","12","03","2011",0.75
"2010","13","03","2011",0.75
"2011","14","03","2011",0.68
"2012","15","03","2011",0.74
"2013","16","03","2011",0.71
"2014","17","03","2011",0.84
"2015","18","03","2011",0.76
"2016","19","03","2011",0.76
"2017","20","03","2011",0.66
"2018","21","03","2011",0.79
"2019","22","03","2011",0.79
"2020","23","03","2011",0.82
"2021","24","03","2011",0.91
"2022","25","03","2011",0.8
"2023","26","03","2011",0.89
"2024","27","03","2011",0.82
"2025","28","03","2011",0.84
"2026","29","03","2011",0.94
"2027","30","03","2011",0.9
"2028","31","03","2011",0.85
"2029","01","04","2011",0.89
"2030","02","04","2011",0.91
"2031","03","04","2011",0.84
"2032","04","04","2011",0.84
"2033","05","04","2011",0.83
"2034","06","04","2011",0.83
"2035","07","04","2011",0.7
"2036","08","04","2011",0.77
"2037","09","04","2011",0.82
"2038","10","04","2011",0.87
"2039","11","04","2011",0.87
"2040","12","04","2011",0.84
"2041","13","04","2011",0.76
"2042","14","04","2011",0.83
"2043","15","04","2011",0.93
"2044","16","04","2011",0.95
"2045","17","04","2011",0.82
"2046","18","04","2011",0.85
"2047","19","04","2011",0.82
"2048","20","04","2011",0.9
"2049","21","04","2011",0.87
"2050","22","04","2011",0.72
"2051","23","04","2011",0.82
"2052","24","04","2011",0.85
"2053","25","04","2011",0.82
"2054","26","04","2011",0.85
"2055","27","04","2011",0.89
"2056","28","04","2011",0.89
"2057","29","04","2011",0.86
"2058","30","04","2011",0.81
"2059","01","05","2011",0.86
"2060","02","05","2011",0.86
"2061","03","05","2011",0.85
"2062","04","05","2011",0.81
"2063","05","05","2011",0.8
"2064","06","05","2011",0.82
"2065","07","05","2011",0.81
"2066","08","05","2011",0.89
"2067","09","05","2011",0.91
"2068","10","05","2011",0.81
"2069","11","05","2011",0.85
"2070","12","05","2011",0.95
"2071","13","05","2011",0.89
"2072","14","05","2011",0.85
"2073","15","05","2011",0.8
"2074","16","05","2011",0.82
"2075","17","05","2011",0.78
"2076","18","05","2011",0.75
"2077","19","05","2011",0.8
"2078","20","05","2011",0.85
"2079","21","05","2011",0.81
"2080","22","05","2011",0.78
"2081","23","05","2011",0.85
"2082","24","05","2011",0.86
"2083","25","05","2011",0.86
"2084","26","05","2011",0.9
"2085","27","05","2011",0.87
"2086","28","05","2011",0.91
"2087","29","05","2011",0.79
"2088","30","05","2011",0.89
"2089","31","05","2011",0.88
"2090","01","06","2011",0.86
"2091","02","06","2011",0.8
"2092","03","06","2011",0.86
"2093","04","06","2011",0.93
"2094","05","06","2011",0.86
"2095","06","06","2011",0.88
"2096","07","06","2011",0.84
"2097","08","06","2011",0.94
"2098","09","06","2011",0.89
"2099","10","06","2011",0.96
"2100","11","06","2011",0.84
"2101","12","06","2011",0.89
"2102","13","06","2011",0.88
"2103","14","06","2011",0.76
"2104","15","06","2011",0.73
"2105","16","06","2011",0.84
"2106","17","06","2011",0.84
"2107","18","06","2011",0.81
"2108","19","06","2011",0.71
"2109","20","06","2011",0.88
"2110","21","06","2011",0.85
"2111","22","06","2011",0.86
"2112","23","06","2011",0.85
"2113","24","06","2011",0.85
"2114","25","06","2011",0.87
"2115","26","06","2011",0.78
"2116","27","06","2011",0.8
"2117","28","06","2011",0.76
"2118","29","06","2011",0.83
"2119","30","06","2011",0.9
"2120","01","07","2011",0.82
"2121","02","07","2011",0.87
"2122","03","07","2011",0.95
"2123","04","07","2011",0.8
"2124","05","07","2011",0.7
"2125","06","07","2011",0.79
"2126","07","07","2011",0.85
"2127","08","07","2011",0.94
"2128","09","07","2011",0.95
"2129","10","07","2011",0.96
"2130","11","07","2011",0.95
"2131","12","07","2011",0.87
"2132","13","07","2011",0.94
"2133","14","07","2011",0.75
"2134","15","07","2011",0.78
"2135","16","07","2011",0.86
"2136","17","07","2011",0.95
"2137","18","07","2011",0.89
"2138","19","07","2011",0.96
"2139","20","07","2011",0.79
"2140","21","07","2011",0.86
"2141","22","07","2011",0.9
"2142","23","07","2011",0.83
"2143","24","07","2011",0.81
"2144","25","07","2011",0.84
"2145","26","07","2011",0.94
"2146","27","07","2011",0.83
"2147","28","07","2011",0.82
"2148","29","07","2011",0.83
"2149","30","07","2011",0.72
"2150","31","07","2011",0.85
"2151","01","08","2011",0.83
"2152","02","08","2011",0.89
"2153","03","08","2011",0.85
"2154","04","08","2011",0.86
"2155","05","08","2011",0.91
"2156","06","08","2011",0.96
"2157","07","08","2011",0.95
"2158","08","08","2011",0.88
"2159","09","08","2011",0.96
"2160","10","08","2011",0.92
"2161","11","08","2011",0.95
"2162","12","08","2011",0.86
"2163","13","08","2011",0.96
"2164","14","08","2011",0.83
"2165","15","08","2011",0.88
"2166","16","08","2011",0.77
"2167","17","08","2011",0.83
"2168","18","08","2011",0.81
"2169","19","08","2011",0.86
"2170","20","08","2011",0.89
"2171","21","08","2011",0.79
"2172","22","08","2011",0.76
"2173","23","08","2011",0.92
"2174","24","08","2011",0.78
"2175","25","08","2011",0.85
"2176","26","08","2011",0.91
"2177","27","08","2011",0.87
"2178","28","08","2011",0.94
"2179","29","08","2011",0.74
"2180","30","08","2011",0.68
"2181","31","08","2011",0.94
"2182","01","09","2011",0.86
"2183","02","09","2011",0.89
"2184","03","09","2011",0.82
"2185","04","09","2011",0.78
"2186","05","09","2011",0.84
"2187","06","09","2011",0.87
"2188","07","09","2011",0.83
"2189","08","09","2011",0.88
"2190","09","09","2011",0.95
"2191","10","09","2011",0.84
"2192","11","09","2011",0.96
"2193","12","09","2011",0.91
"2194","13","09","2011",0.82
"2195","14","09","2011",0.73
"2196","15","09","2011",0.81
"2197","16","09","2011",0.88
"2198","17","09","2011",0.86
"2199","18","09","2011",0.86
"2200","19","09","2011",0.91
"2201","20","09","2011",0.86
"2202","21","09","2011",0.92
"2203","22","09","2011",0.92
"2204","23","09","2011",0.9
"2205","24","09","2011",0.94
"2206","25","09","2011",0.92
"2207","26","09","2011",0.94
"2208","27","09","2011",0.89
"2209","28","09","2011",0.84
"2210","29","09","2011",0.91
"2211","30","09","2011",0.95
"2212","01","10","2011",0.84
"2213","02","10","2011",0.91
"2214","03","10","2011",0.86
"2215","04","10","2011",0.75
"2216","05","10","2011",0.94
"2217","06","10","2011",0.93
"2218","07","10","2011",0.78
"2219","08","10","2011",0.83
"2220","09","10","2011",0.84
"2221","10","10","2011",0.72
"2222","11","10","2011",0.78
"2223","12","10","2011",0.75
"2224","13","10","2011",0.72
"2225","14","10","2011",0.76
"2226","15","10","2011",0.72
"2227","16","10","2011",0.78
"2228","17","10","2011",0.73
"2229","18","10","2011",0.7
"2230","19","10","2011",0.81
"2231","20","10","2011",0.86
"2232","21","10","2011",0.8
"2233","22","10","2011",0.71
"2234","23","10","2011",0.75
"2235","24","10","2011",0.8
"2236","25","10","2011",0.88
"2237","26","10","2011",0.84
"2238","27","10","2011",0.83
"2239","28","10","2011",0.86
"2240","29","10","2011",0.84
"2241","30","10","2011",0.86
"2242","31","10","2011",0.87
"2243","01","11","2011",0.8
"2244","02","11","2011",0.87
"2245","03","11","2011",0.9
"2246","04","11","2011",0.82
"2247","05","11","2011",0.87
"2248","06","11","2011",0.89
"2249","07","11","2011",0.86
"2250","08","11","2011",0.91
"2251","09","11","2011",0.83
"2252","10","11","2011",0.88
"2253","11","11","2011",0.82
"2254","12","11","2011",0.8
"2255","13","11","2011",0.71
"2256","14","11","2011",0.82
"2257","15","11","2011",0.78
"2258","16","11","2011",0.78
"2259","17","11","2011",0.77
"2260","18","11","2011",0.82
"2261","19","11","2011",0.72
"2262","20","11","2011",0.74
"2263","21","11","2011",0.86
"2264","22","11","2011",0.79
"2265","23","11","2011",0.87
"2266","24","11","2011",0.9
"2267","25","11","2011",0.84
"2268","26","11","2011",0.86
"2269","27","11","2011",0.81
"2270","28","11","2011",0.86
"2271","29","11","2011",0.8
"2272","30","11","2011",0.76
"2273","01","12","2011",0.75
"2274","02","12","2011",0.74
"2275","03","12","2011",0.86
"2276","04","12","2011",0.74
"2277","05","12","2011",0.81
"2278","06","12","2011",0.71
"2279","07","12","2011",0.65
"2280","08","12","2011",0.84
"2281","09","12","2011",0.85
"2282","10","12","2011",0.9
"2283","11","12","2011",0.77
"2284","12","12","2011",0.84
"2285","13","12","2011",0.75
"2286","14","12","2011",0.76
"2287","15","12","2011",0.77
"2288","16","12","2011",0.83
"2289","17","12","2011",0.84
"2290","18","12","2011",0.82
"2291","19","12","2011",0.79
"2292","20","12","2011",0.77
"2293","21","12","2011",0.78
"2294","22","12","2011",0.81
"2295","23","12","2011",0.82
"2296","24","12","2011",0.73
"2297","25","12","2011",0.83
"2298","26","12","2011",0.72
"2299","27","12","2011",0.82
"2300","28","12","2011",0.81
"2301","29","12","2011",0.78
"2302","30","12","2011",0.83
"2303","31","12","2011",0.8
"2304","01","01","2012",0.68
"2305","02","01","2012",0.85
"2306","03","01","2012",0.84
"2307","04","01","2012",0.85
"2308","05","01","2012",0.77
"2309","06","01","2012",0.8
"2310","07","01","2012",0.8
"2311","08","01","2012",0.83
"2312","09","01","2012",0.88
"2313","10","01","2012",0.76
"2314","11","01","2012",0.86
"2315","12","01","2012",0.78
"2316","13","01","2012",0.73
"2317","14","01","2012",0.72
"2318","15","01","2012",0.8
"2319","16","01","2012",0.76
"2320","17","01","2012",0.76
"2321","18","01","2012",0.76
"2322","19","01","2012",0.76
"2323","20","01","2012",0.74
"2324","21","01","2012",0.72
"2325","22","01","2012",0.79
"2326","23","01","2012",0.81
"2327","24","01","2012",0.79
"2328","25","01","2012",0.82
"2329","26","01","2012",0.76
"2330","27","01","2012",0.79
"2331","28","01","2012",0.82
"2332","29","01","2012",0.78
"2333","30","01","2012",0.8
"2334","31","01","2012",0.83
"2335","01","02","2012",0.84
"2336","02","02","2012",0.83
"2337","03","02","2012",0.83
"2338","04","02","2012",0.8
"2339","05","02","2012",0.78
"2340","06","02","2012",0.82
"2341","07","02","2012",0.77
"2342","08","02","2012",0.83
"2343","09","02","2012",0.81
"2344","10","02","2012",0.81
"2345","11","02","2012",0.8
"2346","12","02","2012",0.73
"2347","13","02","2012",0.66
"2348","14","02","2012",0.65
"2349","15","02","2012",0.65
"2350","16","02","2012",0.84
"2351","17","02","2012",0.78
"2352","18","02","2012",0.86
"2353","19","02","2012",0.75
"2354","20","02","2012",0.8
"2355","21","02","2012",0.81
"2356","22","02","2012",0.83
"2357","23","02","2012",0.79
"2358","24","02","2012",0.71
"2359","25","02","2012",0.84
"2360","26","02","2012",0.75
"2361","27","02","2012",0.82
"2362","28","02","2012",0.83
"2363","29","02","2012",0.83
"2364","01","03","2012",0.82
"2365","02","03","2012",0.81
"2366","03","03","2012",0.8
"2367","04","03","2012",0.9
"2368","05","03","2012",0.79
"2369","06","03","2012",0.87
"2370","07","03","2012",0.83
"2371","08","03","2012",0.8
"2372","09","03","2012",0.91
"2373","10","03","2012",0.9
"2374","11","03","2012",0.83
"2375","12","03","2012",0.86
"2376","13","03","2012",0.87
"2377","14","03","2012",0.89
"2378","15","03","2012",0.85
"2379","16","03","2012",0.75
"2380","17","03","2012",0.78
"2381","18","03","2012",0.82
"2382","19","03","2012",0.8
"2383","20","03","2012",0.84
"2384","21","03","2012",0.83
"2385","22","03","2012",0.84
"2386","23","03","2012",0.8
"2387","24","03","2012",0.88
"2388","25","03","2012",0.82
"2389","26","03","2012",0.86
"2390","27","03","2012",0.82
"2391","28","03","2012",0.91
"2392","29","03","2012",0.87
"2393","30","03","2012",0.88
"2394","31","03","2012",0.84
"2395","01","04","2012",0.91
"2396","02","04","2012",0.79
"2397","03","04","2012",0.86
"2398","04","04","2012",0.8
"2399","05","04","2012",0.95
"2400","06","04","2012",0.85
"2401","07","04","2012",0.88
"2402","08","04","2012",0.91
"2403","09","04","2012",0.82
"2404","10","04","2012",0.75
"2405","11","04","2012",0.95
"2406","12","04","2012",0.77
"2407","13","04","2012",0.88
"2408","14","04","2012",0.95
"2409","15","04","2012",0.93
"2410","16","04","2012",0.82
"2411","17","04","2012",0.93
"2412","18","04","2012",0.88
"2413","19","04","2012",0.87
"2414","20","04","2012",0.78
"2415","21","04","2012",0.81
"2416","22","04","2012",0.84
"2417","23","04","2012",0.78
"2418","24","04","2012",0.73
"2419","25","04","2012",0.6
"2420","26","04","2012",0.76
"2421","27","04","2012",0.79
"2422","28","04","2012",0.75
"2423","29","04","2012",0.74
"2424","30","04","2012",0.85
"2425","01","05","2012",0.89
"2426","02","05","2012",0.8
"2427","03","05","2012",0.85
"2428","04","05","2012",0.89
"2429","05","05","2012",0.94
"2430","06","05","2012",0.79
"2431","07","05","2012",0.88
"2432","08","05","2012",0.86
"2433","09","05","2012",0.85
"2434","10","05","2012",0.77
"2435","11","05","2012",0.8
"2436","12","05","2012",0.83
"2437","13","05","2012",0.72
"2438","14","05","2012",0.68
"2439","15","05","2012",0.94
"2440","16","05","2012",0.87
"2441","17","05","2012",0.95
"2442","18","05","2012",0.87
"2443","19","05","2012",0.95
"2444","20","05","2012",0.83
"2445","21","05","2012",0.88
"2446","22","05","2012",0.84
"2447","23","05","2012",0.86
"2448","24","05","2012",0.87
"2449","25","05","2012",0.8
"2450","26","05","2012",0.83
"2451","27","05","2012",0.88
"2452","28","05","2012",0.96
"2453","29","05","2012",0.96
"2454","30","05","2012",0.91
"2455","31","05","2012",0.86
"2456","01","06","2012",0.85
"2457","02","06","2012",0.82
"2458","03","06","2012",0.85
"2459","04","06","2012",0.81
"2460","05","06","2012",0.82
"2461","06","06","2012",0.87
"2462","07","06","2012",0.89
"2463","08","06","2012",0.85
"2464","09","06","2012",0.77
"2465","10","06","2012",0.85
"2466","11","06","2012",0.95
"2467","12","06","2012",0.86
"2468","13","06","2012",0.87
"2469","14","06","2012",0.89
"2470","15","06","2012",0.96
"2471","16","06","2012",0.88
"2472","17","06","2012",0.83
"2473","18","06","2012",0.95
"2474","19","06","2012",0.83
"2475","20","06","2012",0.86
"2476","21","06","2012",0.83
"2477","22","06","2012",0.91
"2478","23","06","2012",0.96
"2479","24","06","2012",0.8
"2480","25","06","2012",0.95
"2481","26","06","2012",0.8
"2482","27","06","2012",0.79
"2483","28","06","2012",0.79
"2484","29","06","2012",0.85
"2485","30","06","2012",0.93
"2486","01","07","2012",0.88
"2487","02","07","2012",0.88
"2488","03","07","2012",0.89
"2489","04","07","2012",0.81
"2490","05","07","2012",0.83
"2491","06","07","2012",0.86
"2492","07","07","2012",0.87
"2493","08","07","2012",0.81
"2494","09","07","2012",0.95
"2495","10","07","2012",0.95
"2496","11","07","2012",0.96
"2497","12","07","2012",0.96
"2498","13","07","2012",0.95
"2499","14","07","2012",0.9
"2500","15","07","2012",0.84
"2501","16","07","2012",0.9
"2502","17","07","2012",0.9
"2503","18","07","2012",0.89
"2504","19","07","2012",0.83
"2505","20","07","2012",0.82
"2506","21","07","2012",0.83
"2507","22","07","2012",0.86
"2508","23","07","2012",0.91
"2509","24","07","2012",0.95
"2510","25","07","2012",0.89
"2511","26","07","2012",0.83
"2512","27","07","2012",0.77
"2513","28","07","2012",0.74
"2514","29","07","2012",0.84
"2515","30","07","2012",0.92
"2516","31","07","2012",0.76
"2517","01","08","2012",0.79
"2518","02","08","2012",0.83
"2519","03","08","2012",0.82
"2520","04","08","2012",0.79
"2521","05","08","2012",0.89
"2522","06","08","2012",0.84
"2523","07","08","2012",0.81
"2524","08","08","2012",0.87
"2525","09","08","2012",0.8
"2526","10","08","2012",0.81
"2527","11","08","2012",0.85
"2528","12","08","2012",0.83
"2529","13","08","2012",0.88
"2530","14","08","2012",0.79
"2531","15","08","2012",0.88
"2532","16","08","2012",0.85
"2533","17","08","2012",0.78
"2534","18","08","2012",0.86
"2535","19","08","2012",0.9
"2536","20","08","2012",0.92
"2537","21","08","2012",0.87
"2538","22","08","2012",0.81
"2539","23","08","2012",0.76
"2540","24","08","2012",0.81
"2541","25","08","2012",0.95
"2542","26","08","2012",0.81
"2543","27","08","2012",0.89
"2544","28","08","2012",0.95
"2545","29","08","2012",0.87
"2546","30","08","2012",0.8
"2547","31","08","2012",0.9
"2548","01","09","2012",0.88
"2549","02","09","2012",0.87
"2550","03","09","2012",0.73
"2551","04","09","2012",0.85
"2552","05","09","2012",0.92
"2553","06","09","2012",0.91
"2554","07","09","2012",0.83
"2555","08","09","2012",0.8
"2556","09","09","2012",0.81
"2557","10","09","2012",0.88
"2558","11","09","2012",0.93
"2559","12","09","2012",0.88
"2560","13","09","2012",0.9
"2561","14","09","2012",0.8
"2562","15","09","2012",0.84
"2563","16","09","2012",0.91
"2564","17","09","2012",0.85
"2565","18","09","2012",0.78
"2566","19","09","2012",0.79
"2567","20","09","2012",0.85
"2568","21","09","2012",0.89
"2569","22","09","2012",0.83
"2570","23","09","2012",0.77
"2571","24","09","2012",0.88
"2572","25","09","2012",0.9
"2573","26","09","2012",0.93
"2574","27","09","2012",0.85
"2575","28","09","2012",0.81
"2576","29","09","2012",0.89
"2577","30","09","2012",0.85
"2578","01","10","2012",0.9
"2579","02","10","2012",0.82
"2580","03","10","2012",0.9
"2581","04","10","2012",0.77
"2582","05","10","2012",0.81
"2583","06","10","2012",0.75
"2584","07","10","2012",0.77
"2585","08","10","2012",0.82
"2586","09","10","2012",0.77
"2587","10","10","2012",0.83
"2588","11","10","2012",0.75
"2589","12","10","2012",0.74
"2590","13","10","2012",0.81
"2591","14","10","2012",0.78
"2592","15","10","2012",0.78
"2593","16","10","2012",0.95
"2594","17","10","2012",0.85
"2595","18","10","2012",0.83
"2596","19","10","2012",0.87
"2597","20","10","2012",0.87
"2598","21","10","2012",0.82
"2599","22","10","2012",0.76
"2600","23","10","2012",0.93
"2601","24","10","2012",0.8
"2602","25","10","2012",0.81
"2603","26","10","2012",0.85
"2604","27","10","2012",0.85
"2605","28","10","2012",0.83
"2606","29","10","2012",0.86
"2607","30","10","2012",0.92
"2608","31","10","2012",0.91
"2609","01","11","2012",0.85
"2610","02","11","2012",0.83
"2611","03","11","2012",0.87
"2612","04","11","2012",0.93
"2613","05","11","2012",0.91
"2614","06","11","2012",0.9
"2615","07","11","2012",0.78
"2616","08","11","2012",0.71
"2617","09","11","2012",0.76
"2618","10","11","2012",0.8
"2619","11","11","2012",0.82
"2620","12","11","2012",0.81
"2621","13","11","2012",0.77
"2622","14","11","2012",0.9
"2623","15","11","2012",0.92
"2624","16","11","2012",0.82
"2625","17","11","2012",0.82
"2626","18","11","2012",0.91
"2627","19","11","2012",0.8
"2628","20","11","2012",0.8
"2629","21","11","2012",0.79
"2630","22","11","2012",0.82
"2631","23","11","2012",0.79
"2632","24","11","2012",0.79
"2633","25","11","2012",0.75
"2634","26","11","2012",0.75
"2635","27","11","2012",0.81
"2636","28","11","2012",0.71
"2637","29","11","2012",0.68
"2638","30","11","2012",0.72
"2639","01","12","2012",0.82
"2640","02","12","2012",0.78
"2641","03","12","2012",0.74
"2642","04","12","2012",0.79
"2643","05","12","2012",0.79
"2644","06","12","2012",0.76
"2645","07","12","2012",0.81
"2646","08","12","2012",0.81
"2647","09","12","2012",0.8
"2648","10","12","2012",0.8
"2649","11","12","2012",0.84
"2650","12","12","2012",0.75
"2651","13","12","2012",0.76
"2652","14","12","2012",0.72
"2653","15","12","2012",0.86
"2654","16","12","2012",0.79
"2655","17","12","2012",0.79
"2656","18","12","2012",0.78
"2657","19","12","2012",0.78
"2658","20","12","2012",0.86
"2659","21","12","2012",0.74
"2660","22","12","2012",0.78
"2661","23","12","2012",0.75
"2662","24","12","2012",0.73
"2663","25","12","2012",0.83
"2664","26","12","2012",0.74
"2665","27","12","2012",0.78
"2666","28","12","2012",0.81
"2667","29","12","2012",0.79
"2668","30","12","2012",0.71
"2669","31","12","2012",0.69
"2670","01","01","2013",0.78
"2671","02","01","2013",0.75
"2672","03","01","2013",0.81
"2673","04","01","2013",0.82
"2674","05","01","2013",0.8
"2675","06","01","2013",0.76
"2676","07","01","2013",0.78
"2677","08","01","2013",0.82
"2678","09","01","2013",0.86
"2679","10","01","2013",0.79
"2680","11","01","2013",0.76
"2681","12","01","2013",0.75
"2682","13","01","2013",0.71
"2683","14","01","2013",0.64
"2684","15","01","2013",0.71
"2685","16","01","2013",0.7
"2686","17","01","2013",0.81
"2687","18","01","2013",0.84
"2688","19","01","2013",0.76
"2689","20","01","2013",0.76
"2690","21","01","2013",0.78
"2691","22","01","2013",0.81
"2692","23","01","2013",0.75
"2693","24","01","2013",0.84
"2694","25","01","2013",0.74
"2695","26","01","2013",0.8
"2696","27","01","2013",0.72
"2697","28","01","2013",0.84
"2698","29","01","2013",0.84
"2699","30","01","2013",0.72
"2700","31","01","2013",0.75
"2701","01","02","2013",0.78
"2702","02","02","2013",0.75
"2703","03","02","2013",0.81
"2704","04","02","2013",0.83
"2705","05","02","2013",0.8
"2706","06","02","2013",0.74
"2707","07","02","2013",0.67
"2708","08","02","2013",0.84
"2709","09","02","2013",0.6
"2710","10","02","2013",0.73
"2711","11","02","2013",0.94
"2712","12","02","2013",0.79
"2713","13","02","2013",0.83
"2714","14","02","2013",0.79
"2715","15","02","2013",0.77
"2716","16","02","2013",0.87
"2717","17","02","2013",0.84
"2718","18","02","2013",0.81
"2719","19","02","2013",0.81
"2720","20","02","2013",0.76
"2721","21","02","2013",0.79
"2722","22","02","2013",0.77
"2723","23","02","2013",0.75
"2724","24","02","2013",0.82
"2725","25","02","2013",0.94
"2726","26","02","2013",0.75
"2727","27","02","2013",0.92
"2728","28","02","2013",0.89
"2729","01","03","2013",0.89
"2730","02","03","2013",0.8
"2731","03","03","2013",0.82
"2732","04","03","2013",0.81
"2733","05","03","2013",0.83
"2734","06","03","2013",0.86
"2735","07","03","2013",0.84
"2736","08","03","2013",0.86
"2737","09","03","2013",0.87
"2738","10","03","2013",0.85
"2739","11","03","2013",0.86
"2740","12","03","2013",0.88
"2741","13","03","2013",0.88
"2742","14","03","2013",0.91
"2743","15","03","2013",0.85
"2744","16","03","2013",0.84
"2745","17","03","2013",0.87
"2746","18","03","2013",0.82
"2747","19","03","2013",0.85
"2748","20","03","2013",0.92
"2749","21","03","2013",0.88
"2750","22","03","2013",0.83
"2751","23","03","2013",0.82
"2752","24","03","2013",0.86
"2753","25","03","2013",0.78
"2754","26","03","2013",0.88
"2755","27","03","2013",0.79
"2756","28","03","2013",0.77
"2757","29","03","2013",0.79
"2758","30","03","2013",0.88
"2759","31","03","2013",0.85
"2760","01","04","2013",0.83
"2761","02","04","2013",0.81
"2762","03","04","2013",0.85
"2763","04","04","2013",0.83
"2764","05","04","2013",0.86
"2765","06","04","2013",0.85
"2766","07","04","2013",0.87
"2767","08","04","2013",0.8
"2768","09","04","2013",0.79
"2769","10","04","2013",0.78
"2770","11","04","2013",0.83
"2771","12","04","2013",0.85
"2772","13","04","2013",0.94
"2773","14","04","2013",0.92
"2774","15","04","2013",0.92
"2775","16","04","2013",0.89
"2776","17","04","2013",0.85
"2777","18","04","2013",0.79
"2778","19","04","2013",0.82
"2779","20","04","2013",0.77
"2780","21","04","2013",0.81
"2781","22","04","2013",0.85
"2782","23","04","2013",0.83
"2783","24","04","2013",0.84
"2784","25","04","2013",0.85
"2785","26","04","2013",0.81
"2786","27","04","2013",0.8
"2787","28","04","2013",0.86
"2788","29","04","2013",0.87
"2789","30","04","2013",0.96
"2790","01","05","2013",0.89
"2791","02","05","2013",0.87
"2792","03","05","2013",0.79
"2793","04","05","2013",0.95
"2794","05","05","2013",0.89
"2795","06","05","2013",0.87
"2796","07","05","2013",0.75
"2797","08","05","2013",0.78
"2798","09","05","2013",0.81
"2799","10","05","2013",0.75
"2800","11","05","2013",0.85
"2801","12","05","2013",0.85
"2802","13","05","2013",0.75
"2803","14","05","2013",0.84
"2804","15","05","2013",0.79
"2805","16","05","2013",0.8
"2806","17","05","2013",0.91
"2807","18","05","2013",0.9
"2808","19","05","2013",0.94
"2809","20","05","2013",0.96
"2810","21","05","2013",0.94
"2811","22","05","2013",0.91
"2812","23","05","2013",0.84
"2813","24","05","2013",0.84
"2814","25","05","2013",0.81
"2815","26","05","2013",0.75
"2816","27","05","2013",0.82
"2817","28","05","2013",0.78
"2818","29","05","2013",0.95
"2819","30","05","2013",0.89
"2820","31","05","2013",0.84
"2821","01","06","2013",0.85
"2822","02","06","2013",0.89
"2823","03","06","2013",0.95
"2824","04","06","2013",0.88
"2825","05","06","2013",0.8
"2826","06","06","2013",0.8
"2827","07","06","2013",0.81
"2828","08","06","2013",0.83
"2829","09","06","2013",0.89
"2830","10","06","2013",0.88
"2831","11","06","2013",0.87
"2832","12","06","2013",0.81
"2833","13","06","2013",0.84
"2834","14","06","2013",0.88
"2835","15","06","2013",0.86
"2836","16","06","2013",0.89
"2837","17","06","2013",0.89
"2838","18","06","2013",0.78
"2839","19","06","2013",0.74
"2840","20","06","2013",0.78
"2841","21","06","2013",0.85
"2842","22","06","2013",0.93
"2843","23","06","2013",0.83
"2844","24","06","2013",0.86
"2845","25","06","2013",0.83
"2846","26","06","2013",0.87
"2847","27","06","2013",0.95
"2848","28","06","2013",0.89
"2849","29","06","2013",0.86
"2850","30","06","2013",0.84
"2851","01","07","2013",0.89
"2852","02","07","2013",0.93
"2853","03","07","2013",0.8
"2854","04","07","2013",0.81
"2855","05","07","2013",0.76
"2856","06","07","2013",0.87
"2857","07","07","2013",0.95
"2858","08","07","2013",0.88
"2859","09","07","2013",0.87
